Név,Google Maps Link,Szélességi fok,Hosszúsági fok,Weboldal,Telefon,Cím,E-mail,Összes E-mail
Anandabell,https://www.google.com/maps/place/Anandabell/data=!4m7!3m6!1s0x4741c566ec55e64b:0xc4abd6fcf8273ddb!8m2!3d47.5089063!4d19.1810642!16s%2Fg%2F11hnlkctml!19sChIJS-ZV7GbFQUcR2z0n-PzWq8Q?authuser=0&hl=hu&rclk=1,47.5089063,19.1810642,https://anandabell.hu/,06202891489,"Budapest, Galgahévíz u. 2, 1163",info@anadabell.hu,info@anadabell.hu
Levendula Masszőr Képző - Masszázs Tanfolyam Budapest,https://www.google.com/maps/place/Levendula+Massz%C5%91r+K%C3%A9pz%C5%91+-+Massz%C3%A1zs+Tanfolyam+Budapest/data=!4m7!3m6!1s0x4741c597f11b3ddf:0x684d3d9465e33153!8m2!3d47.5097495!4d19.1848995!16s%2Fg%2F11swybzdr_!19sChIJ3z0b8ZfFQUcRUzHjZZQ9TWg?authuser=0&hl=hu&rclk=1,47.5097495,19.1848995,https://masszortanfolyamok.hu/,06202625043,"Budapest, Veres Péter út 77, 1163",info@masszortanfolyamok.hu,info@masszortanfolyamok.hu
Kátai István gyógymasszőr,https://www.google.com/maps/place/K%C3%A1tai+Istv%C3%A1n+gy%C3%B3gymassz%C5%91r/data=!4m7!3m6!1s0x4741c5d0e62f8ef5:0x5e428ee1b341fd0c!8m2!3d47.5101703!4d19.2185829!16s%2Fg%2F11h6qd155y!19sChIJ9Y4v5tDFQUcRDP1Bs-GOQl4?authuser=0&hl=hu&rclk=1,47.5101703,19.2185829,,06302804783,"Budapest, Farkashalom u. 57, 1165",,
Szép Anyák alakformáló és masszázs szalon,https://www.google.com/maps/place/Sz%C3%A9p+Any%C3%A1k+alakform%C3%A1l%C3%B3+%C3%A9s+massz%C3%A1zs+szalon/data=!4m7!3m6!1s0x4741c512e7388b2f:0xee6ee9bdf640be60!8m2!3d47.5184336!4d19.234887!16s%2Fg%2F11h3ypst4v!19sChIJL4s45xLFQUcRYL5A9r3pbu4?authuser=0&hl=hu&rclk=1,47.5184336,19.234887,https://szepanyak.hu/,06709400378,"Budapest, Cukornád u. 20, 1164",,
"Harmónia Wellness-Természetgyógyász Központ - Allergia Vizsgálat, Colon Hidroterápia, Élelmiszer Intolerancia, Budapest","https://www.google.com/maps/place/Harm%C3%B3nia+Wellness-Term%C3%A9szetgy%C3%B3gy%C3%A1sz+K%C3%B6zpont+-+Allergia+Vizsg%C3%A1lat,+Colon+Hidroter%C3%A1pia,+%C3%89lelmiszer+Intolerancia,+Budapest/data=!4m7!3m6!1s0x4741c51e62ef9f65:0x1d2634a29ac01d35!8m2!3d47.5365296!4d19.2027662!16s%2Fg%2F1tscms7t!19sChIJZZ_vYh7FQUcRNR3AmqI0Jh0?authuser=0&hl=hu&rclk=1",47.5365296,19.2027662,http://www.harmonia-wellness.hu/,06303112241,"Budapest, Bekecs u. 87, 1162",,
Tündérintés Masszázs,https://www.google.com/maps/place/T%C3%BCnd%C3%A9rint%C3%A9s+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741c55cf54ac2d1:0x21e231de7081de29!8m2!3d47.5036618!4d19.1782664!16s%2Fg%2F11vcl25p_j!19sChIJ0cJK9VzFQUcRKd6BcN4x4iE?authuser=0&hl=hu&rclk=1,47.5036618,19.1782664,,06308134322,"Budapest, Gordonka u. 59, 1163",,
Esszencia Arcmasszázs Stúdió,https://www.google.com/maps/place/Esszencia+Arcmassz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741c534dff83d31:0xd656b9cadd021aca!8m2!3d47.5249642!4d19.2105184!16s%2Fg%2F11yc1fsg6f!19sChIJMT343zTFQUcRyhoC3cq5VtY?authuser=0&hl=hu&rclk=1,47.5249642,19.2105184,https://app.minup.io/book/esszencia-arcmasszazs,06302884330,"Budapest, Bóbitás út 18/b, 1164",,
Egy Kiss Harmónia - Masszázs és Jóga,https://www.google.com/maps/place/Egy+Kiss+Harm%C3%B3nia+-+Massz%C3%A1zs+%C3%A9s+J%C3%B3ga/data=!4m7!3m6!1s0x4741c524ce98346f:0xb9a371473cb3054b!8m2!3d47.5282355!4d19.1633562!16s%2Fg%2F11pclj8qy8!19sChIJbzSYziTFQUcRSwWzPEdxo7k?authuser=0&hl=hu&rclk=1,47.5282355,19.1633562,,06309249525,"Budapest, Érsekújvári u. 10, 1161",,
Buddha Masszázs,https://www.google.com/maps/place/Buddha+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741c50005bd821f:0x5fb9934d1ded797b!8m2!3d47.5093898!4d19.1826152!16s%2Fg%2F11y2h84y4n!19sChIJH4K9BQDFQUcRe3ntHU2TuV8?authuser=0&hl=hu&rclk=1,47.5093898,19.1826152,https://buddhamasszazs.hu/,06307361106,"Budapest, Veres Péter út 63, 1163",,
Lazító Kezek Masszázs és Shiatsu,https://www.google.com/maps/place/Laz%C3%ADt%C3%B3+Kezek+Massz%C3%A1zs+%C3%A9s+Shiatsu/data=!4m7!3m6!1s0x4741c5b6fb7fdd89:0x94bbf81552849a68!8m2!3d47.5206924!4d19.1837879!16s%2Fg%2F11fj7gbyn3!19sChIJid1_-7bFQUcRaJqEUhX4u5Q?authuser=0&hl=hu&rclk=1,47.5206924,19.1837879,http://www.lazitokezek.hu/,06303614236,"Budapest, Olga u. 37, 1165",csilla@lazitokezek.hu,csilla@lazitokezek.hu
"Tóth Ádám Masszőr, Masszázs","https://www.google.com/maps/place/T%C3%B3th+%C3%81d%C3%A1m+Massz%C5%91r,+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741c599a9379bf3:0xb489fbfb36df28dd!8m2!3d47.5081582!4d19.1567349!16s%2Fg%2F11qg3js781!19sChIJ85s3qZnFQUcR3SjfNvv7ibQ?authuser=0&hl=hu&rclk=1",47.5081582,19.1567349,https://www.facebook.com/adamtothmasszor/,06209956757,"Budapest, Egyenes u. 20, 1163",,
Harmónia Háza Budapest,https://www.google.com/maps/place/Harm%C3%B3nia+H%C3%A1za+Budapest/data=!4m7!3m6!1s0x4741c57404216033:0x7c20ee5964a2a091!8m2!3d47.5044311!4d19.2175974!16s%2Fg%2F11ll2ntgmb!19sChIJM2AhBHTFQUcRkaCiZFnuIHw?authuser=0&hl=hu&rclk=1,47.5044311,19.2175974,,,"Budapest, Zsemlékes út 25, 1165",,
Spirit Health&Beauty,https://www.google.com/maps/place/Spirit+Health%26Beauty/data=!4m7!3m6!1s0x4741c5b3f19cd1b7:0x1e834fa726c76e1!8m2!3d47.531942!4d19.1753886!16s%2Fg%2F11rcgn22f3!19sChIJt9Gc8bPFQUcR4XZscvo06AE?authuser=0&hl=hu&rclk=1,47.531942,19.1753886,https://spirithealthbeauty.hu/,06708846338,"Budapest, Csömöri út 227, 1162",info@spirithb.hu,info@spirithb.hu
Kozma masszázs,https://www.google.com/maps/place/Kozma+massz%C3%A1zs/data=!4m7!3m6!1s0x4741c5456c0728fb:0x1d95d121b57e4fb9!8m2!3d47.5088625!4d19.1711057!16s%2Fg%2F11trfhb03m!19sChIJ-ygHbEXFQUcRuU9-tSHRlR0?authuser=0&hl=hu&rclk=1,47.5088625,19.1711057,https://www.facebook.com/evelin.masszazs,06704891289,"Budapest, Thököly út 10, 1163",,
Kékgyémánt Kozmetika,https://www.google.com/maps/place/K%C3%A9kgy%C3%A9m%C3%A1nt+Kozmetika/data=!4m7!3m6!1s0x4741c4950f5272af:0x49b193965555ab26!8m2!3d47.5147144!4d19.1838021!16s%2Fg%2F1pp2tywqx!19sChIJr3JSD5XEQUcRJqtVVZaTsUk?authuser=0&hl=hu&rclk=1,47.5147144,19.1838021,http://www.kekgyemant.hu/,06703145088,"Budapest, Rovás u. 1, 1163",,
Korona Műköröm És Masszázs Studió,https://www.google.com/maps/place/Korona+M%C5%B1k%C3%B6r%C3%B6m+%C3%89s+Massz%C3%A1zs+Studi%C3%B3/data=!4m7!3m6!1s0x4741c4da5a924425:0x64b041cca88ec827!8m2!3d47.5308188!4d19.1801351!16s%2Fg%2F11c72qhkkq!19sChIJJUSSWtrEQUcRJ8iOqMxBsGQ?authuser=0&hl=hu&rclk=1,47.5308188,19.1801351,,06705107056,"Budapest, Szent Korona u. 236, 1162",,
Bloom Beauty Salon Budapest,https://www.google.com/maps/place/Bloom+Beauty+Salon+Budapest/data=!4m7!3m6!1s0x4741dbfebb1af187:0xa5d97b0fc7e5b89d!8m2!3d47.5239287!4d19.1567206!16s%2Fg%2F11l_5y9xrt!19sChIJh_Eau_7bQUcRnbjlxw972aU?authuser=0&hl=hu&rclk=1,47.5239287,19.1567206,https://www.instagram.com/bloombeautysalonbudapest?igsh=MTdhMDN3ZXI0ZzJyeg%3D%3D&utm_source=qr,,"Budapest, Csömöri út 68, 1161",,
Marianna Masszázs Stúdió,https://www.google.com/maps/place/Marianna+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741c54d523a6ac5:0x3789e7f2676f3648!8m2!3d47.5105612!4d19.201742!16s%2Fg%2F11s764m7ww!19sChIJxWo6Uk3FQUcRSDZvZ_LniTc?authuser=0&hl=hu&rclk=1,47.5105612,19.201742,https://mariannamasszazs.hu/,06704195454,"Budapest, Hunyadvár u. 41-B 3. emelet 44, 1165",v.marianna94@gmail.com,v.marianna94@gmail.com
Royal Szépségszalon Árpádföld,https://www.google.com/maps/place/Royal+Sz%C3%A9ps%C3%A9gszalon+%C3%81rp%C3%A1df%C3%B6ld/data=!4m7!3m6!1s0x4741c4e378066c43:0x8e9cc8955565b501!8m2!3d47.5298719!4d19.2034122!16s%2Fg%2F1tcyw5_y!19sChIJQ2wGeOPEQUcRAbVlVZXInI4?authuser=0&hl=hu&rclk=1,47.5298719,19.2034122,http://royalszepsegszalon.hu/,,"Budapest, Budapesti út 238, 1162",zita@royalszepsegszalon.com,zita@royalszepsegszalon.com
Nyirokmasszázs,https://www.google.com/maps/place/Nyirokmassz%C3%A1zs/data=!4m7!3m6!1s0x4741c4cc5deab38d:0x60a2e5652e7697db!8m2!3d47.5268172!4d19.1641022!16s%2Fg%2F11hys_z9jh!19sChIJjbPqXczEQUcR25d2LmXlomA?authuser=0&hl=hu&rclk=1,47.5268172,19.1641022,http://www.nyirokmasszazs.com/kapcsolat.html,06309003094,"Budapest, Csömöri út 149, 1161",,
"Mozgásszervi Rendelő - manuális terápiák, gyógymasszázs, gyógytorna, reflux-terápia","https://www.google.com/maps/place/Mozg%C3%A1sszervi+Rendel%C5%91+-+manu%C3%A1lis+ter%C3%A1pi%C3%A1k,+gy%C3%B3gymassz%C3%A1zs,+gy%C3%B3gytorna,+reflux-ter%C3%A1pia/data=!4m7!3m6!1s0x4741db097b92fc39:0x5d6d9d683b72c00e!8m2!3d47.5232193!4d19.1665041!16s%2Fg%2F11h09lndn!19sChIJOfySewnbQUcRDsByO2idbV0?authuser=0&hl=hu&rclk=1",47.5232193,19.1665041,https://www.fajdalomterapia.com/,06706381075,"Budapest, Mária u. 74, 1161",,
Blooming Art & Beauty Szépségszalon,https://www.google.com/maps/place/Blooming+Art+%26+Beauty+Sz%C3%A9ps%C3%A9gszalon/data=!4m7!3m6!1s0x4741c576997bbd45:0x56a19a6c51afceb5!8m2!3d47.529599!4d19.2025996!16s%2Fg%2F11k5vzl0ws!19sChIJRb17mXbFQUcRtc6vUWyaoVY?authuser=0&hl=hu&rclk=1,47.529599,19.2025996,https://bloomingartandbeauty.com/,0612905387,"Budapest, Budapesti út 232, 1162",,
Move and stretch masszázs,https://www.google.com/maps/place/Move+and+stretch+massz%C3%A1zs/data=!4m7!3m6!1s0x4741db7907e31573:0x85a0d520030ac96f!8m2!3d47.5139854!4d19.1949787!16s%2Fg%2F11q251z_jn!19sChIJcxXjB3nbQUcRb8kKAyDVoIU?authuser=0&hl=hu&rclk=1,47.5139854,19.1949787,https://miketunde.wixsite.com/moveandstretch,06205375422,"Budapest, Arany János u. 12, 1153",2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,"2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com"
Test-Lélek Masszázs,https://www.google.com/maps/place/Test-L%C3%A9lek+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741c5a613e214d9:0x9ad91b32c47d74ed!8m2!3d47.526871!4d19.202463!16s%2Fg%2F11lnvsmdln!19sChIJ2RTiE6bFQUcR7XR9xDIb2Zo?authuser=0&hl=hu&rclk=1,47.526871,19.202463,https://www.test-lelek-masszazs.hu/,06703605633,"Budapest, Felsőmalom u. 3/D, 1164",emese.janiga@gmail.com,"emese.janiga@gmail.com, hello@domained.hu"
"Gergely Tibor - Csontkovács, gyógymasszőr","https://www.google.com/maps/place/Gergely+Tibor+-+Csontkov%C3%A1cs,+gy%C3%B3gymassz%C5%91r/data=!4m7!3m6!1s0x4741db693ffc2f03:0xa5bf6f24fa84f0e7!8m2!3d47.5292961!4d19.1685581!16s%2Fg%2F11bttf62pf!19sChIJAy_8P2nbQUcR5_CE-iRvv6U?authuser=0&hl=hu&rclk=1",47.5292961,19.1685581,http://www.izomgyogyasz.hu/,06703898770,"Budapest, Csömöri út 158, 1162",,
Lavór pedikűr 16. Kerület - Kovács Katus,https://www.google.com/maps/place/Lav%C3%B3r+pedik%C5%B1r+16.+Ker%C3%BClet+-+Kov%C3%A1cs+Katus/data=!4m7!3m6!1s0xa1d6060fe55a5e37:0xbdaac8f262bbfe96!8m2!3d47.5215273!4d19.1677225!16s%2Fg%2F11n3z1v0kd!19sChIJN15a5Q8G1qERlv67YvLIqr0?authuser=0&hl=hu&rclk=1,47.5215273,19.1677225,https://mrcut.salonic.hu/employees/21858/?placeId=4668s,06703288430,"Budapest, Rákosi út 116, 1161",,
Garden Hair Salon,https://www.google.com/maps/place/Garden+Hair+Salon/data=!4m7!3m6!1s0x4741c545a90a13a9:0x8d3833c35e8a1a8f!8m2!3d47.5343612!4d19.1805928!16s%2Fg%2F11tx6_z80h!19sChIJqRMKqUXFQUcRjxqKXsMzOI0?authuser=0&hl=hu&rclk=1,47.5343612,19.1805928,https://b668466.alteg.io/company/751902/personal/select-master?gcid=2068883598.1775914754&o=&utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZnRzaASGWylleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadA8Bcdd76hUDW9d8MHRULXSmoawXpSIl8j2jrP1YP2pupcNxSM4QpwD13XtA_aem_cRGuUxIR0txBCUhrm8WHBg&utm_id=97760_v0_s00_e0_tv3,06300886560,"Budapest, Csömöri út 265, 1162",,
Alory Testi-Lelki Stúdió,https://www.google.com/maps/place/Alory+Testi-Lelki+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741c4f863c9a789:0x8b4111aa73fec9f2!8m2!3d47.5239944!4d19.2161064!16s%2Fg%2F11fxxw_xb2!19sChIJiafJY_jEQUcR8sn-c6oRQYs?authuser=0&hl=hu&rclk=1,47.5239944,19.2161064,http://www.alory.hu/,06703474447,"Budapest, Biztató út 11, 1164",info@alory.hu,info@alory.hu
Kislótusz Természetgyógyászat,https://www.google.com/maps/place/Kisl%C3%B3tusz+Term%C3%A9szetgy%C3%B3gy%C3%A1szat/data=!4m7!3m6!1s0x4741c4a5e96ab6cf:0x5a100f3245863191!8m2!3d47.5116014!4d19.1923982!16s%2Fg%2F1hhvksl_f!19sChIJz7Zq6aXEQUcRkTGGRTIPEFo?authuser=0&hl=hu&rclk=1,47.5116014,19.1923982,http://www.kislotusz.hu/,06702761505,"Budapest, Veres Péter út 110, 1163",andrea@kislotusz.hu,andrea@kislotusz.hu
Banya-Tanya,https://www.google.com/maps/place/Banya-Tanya/data=!4m7!3m6!1s0x4741c51559a487f1:0x3b1d462809d6add6!8m2!3d47.5182922!4d19.2306755!16s%2Fg%2F11nyl4kw65!19sChIJ8YekWRXFQUcR1q3WCShGHTs?authuser=0&hl=hu&rclk=1,47.5182922,19.2306755,,,"Budapest, Batthyány Ilona u. 1, 1164",,
Slim Fitt,https://www.google.com/maps/place/Slim+Fitt/data=!4m7!3m6!1s0x4741c510a21cbbf9:0x13e626e5f6054200!8m2!3d47.5115838!4d19.1923888!16s%2Fg%2F11h3l2968s!19sChIJ-bscohDFQUcRAEIF9uUm5hM?authuser=0&hl=hu&rclk=1,47.5115838,19.1923888,http://www.slimfitt.hu/,06308285184,"Budapest, Veres Péter út 110, 1165",info@slimfitt.hu,info@slimfitt.hu
Masszázsok,https://www.google.com/maps/place/Massz%C3%A1zsok/data=!4m7!3m6!1s0x4741c4f863c9a789:0xd0cb7eb6405ff72d!8m2!3d47.525212!4d19.2121396!16s%2Fg%2F11fn6smzlw!19sChIJiafJY_jEQUcRLfdfQLZ-y9A?authuser=0&hl=hu&rclk=1,47.525212,19.2121396,,06309912044,"Polgár, 1164",,
Timea talpreflexológia&aroma masszázs-Budapest,https://www.google.com/maps/place/Timea+talpreflexol%C3%B3gia%26aroma+massz%C3%A1zs-Budapest/data=!4m7!3m6!1s0x4741c5ff81a87f61:0xbc9a87000362f41a!8m2!3d47.5052086!4d19.1975728!16s%2Fg%2F11h_wxdgsw!19sChIJYX-ogf_FQUcRGvRiAwCHmrw?authuser=0&hl=hu&rclk=1,47.5052086,19.1975728,,,"Budapest, Újszász u. 45/B, 1165",,
Zöldfa Jóga és masszázs,https://www.google.com/maps/place/Z%C3%B6ldfa+J%C3%B3ga+%C3%A9s+massz%C3%A1zs/data=!4m7!3m6!1s0x4741c5a3f5127f3b:0x7b52106053b97856!8m2!3d47.5148146!4d19.1877992!16s%2Fg%2F11vy6qnrb9!19sChIJO38S9aPFQUcRVni5U2AQUns?authuser=0&hl=hu&rclk=1,47.5148146,19.1877992,https://www.facebook.com/profile.php?id=100090294751657,06709441848,"Budapest, Szabadság u. 38, 1165",,
UNIQUE-DAY Kozmetika,https://www.google.com/maps/place/UNIQUE-DAY+Kozmetika/data=!4m7!3m6!1s0x4741c4cc5deab38d:0x77cc3ee98e2bad55!8m2!3d47.5268172!4d19.1641022!16s%2Fg%2F11cnbwxm22!19sChIJjbPqXczEQUcRVa0rjuk-zHc?authuser=0&hl=hu&rclk=1,47.5268172,19.1641022,https://www.uniqueday.hu/,06304072250,"Budapest, Csömöri út 149, 1161",,
Jógaliget és Fitness Stúdió,https://www.google.com/maps/place/J%C3%B3galiget+%C3%A9s+Fitness+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741c461f3c21ed5:0x7d4e450b42220cf6!8m2!3d47.5078953!4d19.2065474!16s%2Fg%2F1tffsqc_!19sChIJ1R7C82HEQUcR9gwiQgtFTn0?authuser=0&hl=hu&rclk=1,47.5078953,19.2065474,http://www.jogaliget.hu/,06309631601,"Budapest, Újszász u. 106, 1165",recepcio@jogaliget.hu,recepcio@jogaliget.hu
ANDA Szépségszalon,https://www.google.com/maps/place/ANDA+Sz%C3%A9ps%C3%A9gszalon/data=!4m7!3m6!1s0x4741db2b1bac0b8b:0x86dff54dbf6728f3!8m2!3d47.5376272!4d19.1647607!16s%2Fg%2F11c3pmy9g_!19sChIJiwusGyvbQUcR8yhnv03134Y?authuser=0&hl=hu&rclk=1,47.5376272,19.1647607,,,"Budapest, György u. 82, 1161",,
Zaya kéz- és lábápoló szalon,https://www.google.com/maps/place/Zaya+k%C3%A9z-+%C3%A9s+l%C3%A1b%C3%A1pol%C3%B3+szalon/data=!4m7!3m6!1s0x4741c5dc94ddcbd5:0x712e928be0c4f2f7!8m2!3d47.5343831!4d19.1806047!16s%2Fg%2F11m6c4h_rq!19sChIJ1cvdlNzFQUcR9_LE4IuSLnE?authuser=0&hl=hu&rclk=1,47.5343831,19.1806047,,06706817788,"Budapest, Csömöri út 265, 1162",,
Infinity Jóga és Gerinctréning,https://www.google.com/maps/place/Infinity+J%C3%B3ga+%C3%A9s+Gerinctr%C3%A9ning/data=!4m7!3m6!1s0x4741c4fa31acf4fb:0xfdee6b39ff3e56e7!8m2!3d47.5374792!4d19.1876415!16s%2Fg%2F11bxg_3rpg!19sChIJ-_SsMfrEQUcR51Y-_zlr7v0?authuser=0&hl=hu&rclk=1,47.5374792,19.1876415,http://www.infinitystudio.hu/,06204099737,"Budapest, Rozsos u. 42, 1162",hello@infinitystudio.hu,hello@infinitystudio.hu
Mirror Beauty And Spa Kft.,https://www.google.com/maps/place/Mirror+Beauty+And+Spa+Kft./data=!4m7!3m6!1s0x4741c48cb8472ee9:0x9e9c3525fa792857!8m2!3d47.5132686!4d19.2007453!16s%2Fg%2F11cn8t7905!19sChIJ6S5HuIzEQUcRVyh5-iU1nJ4?authuser=0&hl=hu&rclk=1,47.5132686,19.2007453,,06702529887,"Budapest, Imre u. 2, 1165",,
Queen Nails and Lashes & Masszázs – Holisztikus Testi-Lelki Szépség (16. kerület | Műköröm • Műszempilla • Masszázs),https://www.google.com/maps/place/Queen+Nails+and+Lashes+%26+Massz%C3%A1zs+%E2%80%93+Holisztikus+Testi-Lelki+Sz%C3%A9ps%C3%A9g+%2816.+ker%C3%BClet+%7C+M%C5%B1k%C3%B6r%C3%B6m+%E2%80%A2+M%C5%B1szempilla+%E2%80%A2+Massz%C3%A1zs%29/data=!4m7!3m6!1s0x4741c50e361759e7:0xc54a98b199219faf!8m2!3d47.5219271!4d19.1668236!16s%2Fg%2F11mh5x_3cn!19sChIJ51kXNg7FQUcRr58hmbGYSsU?authuser=0&hl=hu&rclk=1,47.5219271,19.1668236,https://queennailsandlashes9.webnode.hu/,06306892591,"Budapest, József u. 59, 1161",info@domainem.hu,info@domainem.hu
VitalWorld Studio Cinkota,https://www.google.com/maps/place/VitalWorld+Studio+Cinkota/data=!4m7!3m6!1s0x4741c520b7b27cf7:0x75c38bfe3f2e9af8!8m2!3d47.5292287!4d19.2348898!16s%2Fg%2F11xh39ck5p!19sChIJ93yytyDFQUcR-JouP_6Lw3U?authuser=0&hl=hu&rclk=1,47.5292287,19.2348898,https://vitalworldstudio.hu/,06706253799,"Budapest, Szabadföld út 79, 1164",info@vitalworldstudio.hu,info@vitalworldstudio.hu
Balog Evelin - Masszőr,https://www.google.com/maps/place/Balog+Evelin+-+Massz%C5%91r/data=!4m7!3m6!1s0x4741c598b63ac583:0xde01ac52cb6f383f!8m2!3d47.5369356!4d19.203115!16s%2Fg%2F11kq5v88rw!19sChIJg8U6tpjFQUcRPzhvy1KsAd4?authuser=0&hl=hu&rclk=1,47.5369356,19.203115,https://www.facebook.com/profile.php?id=100082581618576,06202281385,"Budapest, Timur u. 103, 1162",,
Aurora Thai Masszázs (Home Center),https://www.google.com/maps/place/Aurora+Thai+Massz%C3%A1zs+%28Home+Center%29/data=!4m7!3m6!1s0x4741c1932e063a73:0x96e1a130d722ff04!8m2!3d47.4737716!4d19.2715905!16s%2Fg%2F11v18x7k0s!19sChIJczoGLpPBQUcRBP8i1zCh4ZY?authuser=0&hl=hu&rclk=1,47.4737716,19.2715905,https://thaimassageaurora.hu/,06304225662,"Budapest, Pesti út 237, 1173",aurorathaimasszazs@gmail.com,aurorathaimasszazs@gmail.com
"Mantra17 - Eredeti Thai Masszázs, Liget Center","https://www.google.com/maps/place/Mantra17+-+Eredeti+Thai+Massz%C3%A1zs,+Liget+Center/data=!4m7!3m6!1s0x4741c7fb21fb63b5:0xcd2673513f0d833!8m2!3d47.4895602!4d19.2605606!16s%2Fg%2F11sj6q3r8x!19sChIJtWP7IfvHQUcRM9jwEzVn0gw?authuser=0&hl=hu&rclk=1",47.4895602,19.2605606,http://www.eredetithaimasszazs.hu/,06705541442,"Budapest, Liget center, Hősök tere 16, 1172",,
Smaragd Masszázs,https://www.google.com/maps/place/Smaragd+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741c1584c642f75:0xbd1897925cbe658f!8m2!3d47.4725418!4d19.2784116!16s%2Fg%2F11f03w4_s0!19sChIJdS9kTFjBQUcRj2W-XJKXGL0?authuser=0&hl=hu&rclk=1,47.4725418,19.2784116,https://www.facebook.com/masszazs.smaragd/,06204652066,"Budapest, Pesti út 318, 1171",,
Aravinda Masszázs Stúdió,https://www.google.com/maps/place/Aravinda+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741c76bb51f467f:0x6a5c79b1d4740d8b!8m2!3d47.4788171!4d19.2583755!16s%2Fg%2F11h6frz5lq!19sChIJf0YftWvHQUcRiw101LF5XGo?authuser=0&hl=hu&rclk=1,47.4788171,19.2583755,https://aravinda.m-website.com/,06706744567,"Budapest, Pesti út 183, 1173",teglas.gabriella@gmail.com,teglas.gabriella@gmail.com
Csend Masszàzs,https://www.google.com/maps/place/Csend+Massz%C3%A0zs/data=!4m7!3m6!1s0x4741c179f5f8fad3:0x295703bf9b718ff9!8m2!3d47.4833344!4d19.2394127!16s%2Fg%2F11h3mmgx05!19sChIJ0_r49XnBQUcR-Y9xm78DVyk?authuser=0&hl=hu&rclk=1,47.4833344,19.2394127,http://csendmasszazs.webnode.hu/,06702133313,"Budapest, Pesti út 40-50, 1173",info@domainem.hu,"info@domainem.hu, csendmasszazs@gmail.com"
Souvi Thai masszázs,https://www.google.com/maps/place/Souvi+Thai+massz%C3%A1zs/data=!4m7!3m6!1s0x4741c16034aeb4f7:0x2532401e82fbf803!8m2!3d47.4646647!4d19.2363957!16s%2Fg%2F11g81dblj8!19sChIJ97SuNGDBQUcRA_j7gh5AMiU?authuser=0&hl=hu&rclk=1,47.4646647,19.2363957,http://www.souvithaimasszazs.hu/,06203277019,"Budapest, Melczer u. 77/a, 1174",,
INZ Masszázs Stúdió,https://www.google.com/maps/place/INZ+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741c715977a0cbf:0x3f6162c0fe3e4f7a!8m2!3d47.4824722!4d19.2770361!16s%2Fg%2F11ks583_7m!19sChIJvwx6lxXHQUcRek8-_sBiYT8?authuser=0&hl=hu&rclk=1,47.4824722,19.2770361,https://www.inz.hu/,06300974097,"Budapest, Nápoly u. 9, 1171",hello@driver.com,"hello@driver.com, info@kelemeninez.hu"
Tündi Masszázs,https://www.google.com/maps/place/T%C3%BCndi+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741c394c5d02237:0x91910334d0fbc26a!8m2!3d47.4701633!4d19.2280556!16s%2Fg%2F11vx5xn0mm!19sChIJNyLQxZTDQUcRasL70DQDkZE?authuser=0&hl=hu&rclk=1,47.4701633,19.2280556,https://www.facebook.com/angel.hands.tundi.masszazs,06209263150,"Budapest, Kvasz András u. 28-1/4, 1174",,
Masszázs17 - Grendorf Zoltán svédmasszőr,https://www.google.com/maps/place/Massz%C3%A1zs17+-+Grendorf+Zolt%C3%A1n+sv%C3%A9dmassz%C5%91r/data=!4m7!3m6!1s0x4741c35315c98aff:0x6d15884a1daeb4e7!8m2!3d47.4804789!4d19.2430262!16s%2Fg%2F11wmhzt135!19sChIJ_4rJFVPDQUcR57SuHUqIFW0?authuser=0&hl=hu&rclk=1,47.4804789,19.2430262,https://masszazs17.hu/,06304815433,"Budapest, Újlak u. 5, 1173",,
